text,label
i feel frustrated and upset and demotivated when i dont see a whole picture of the curriculum that im studying for example english class,3
im trying to focus on not feeling sorry for myself and not being upset over the loss of a material possession,0
im feeling so disillusioned with it all right now,0
i am beginning to feel startled by how little of last week i remember,4
i feel superior because i actually know who their president is,1
i feel like other books i pick up are going to be dull and boring in comparison,0
i took steps and immediately remembered the feeling i had when my water broke with jack,0
i feel most passionate and artistic and settled into my craft,1
i cant let all these feeling in one blink im not a heartless person like you i give you a lot of change i give you a lot of change to come and change your decisions i give you a lot of change to find me but you threw it like a crap,3
im feeling a little stressed about it,0
i was also feeling really pleased that i decided well cajoled bullied and ordered to go out running this evening,1
i am slowly paying off my debts and i feel generally happy about where i am and what im doing,1
